"Postcode","Netnummer","Wijken","Plaats","Gemeente","Provincie","Breedtegraad (N):","Lengtegraad (E):","Wijk"
"4587","0114","Wijk 08 KloosterzandeWijk 09 LamswaardeWijk 13 Ossenisse","Kloosterzande","Hulst","Zeeland",51.36000002832,4.0431352638906,NA
"4588","0114","Wijk 08 Kloosterzande","Walsoorden","Hulst","Zeeland",51.395182917277,4.0434761117908,NA
"4589","0114",NA,"Ossenisse","Hulst","Zeeland",51.379651414704,3.979814380586,"Wijk 13 Ossenisse"
"4675","0167",NA,"Sint Philipsland","Tholen","Zeeland",51.631775850652,4.1678251267799,"Sint Philipsland"
"4691","0166","TholenPoortvliet","Tholen","Tholen","Zeeland",51.49803463807,4.1824437143099,NA
"4693","0166","PoortvlietScherpenisse","Poortvliet","Tholen","Zeeland",51.557177024208,4.1336580003779,NA
"4694","0166","PoortvlietScherpenisse","Scherpenisse","Tholen","Zeeland",51.528069464522,4.095378496269,NA
"4695","0166",NA,"Sint-Maartensdijk","Tholen","Zeeland",51.566749189074,4.0662342031402,"Sint-Maartensdijk"
"4696","0166",NA,"Stavenisse","Tholen","Zeeland",51.59856378074,3.9761066096033,"Stavenisse"
"4697","0166",NA,"Sint-Annaland","Tholen","Zeeland",51.607928539715,4.0931441960958,"Sint-Annaland"
"4698","0166",NA,"Oud-Vossemeer","Tholen","Zeeland",51.579457064504,4.1843897825029,"Oud-Vossemeer"
"4634","0164",NA,"Woensdrecht","Woensdrecht","Noord-Brabant",51.4226252792,4.2850257317805,"Wijk 00 Hoogerheide en Woensdrecht"
"3253","0187","Ouddorp","Ouddorp","Goeree-Overflakkee","Zuid-Holland",51.794813141832,3.9116856574563,NA
"4251","0183",NA,"Werkendam","Altena","Noord-Brabant",51.774222442739,4.8228754986712,"Wijk 01 Werkendam"
"4254","0183",NA,"Sleeuwijk","Altena","Noord-Brabant",51.816003619785,4.9455548916308,"Wijk 02 Sleeuwijk"
"4255","0183",NA,"Nieuwendijk","Altena","Noord-Brabant",51.7751017617,4.9178392445996,"Wijk 03 Nieuwendijk"
"4261","0416","Wijk 00 Wijk en AalburgWijk 01 Veen","Wijk en Aalburg","Altena","Noord-Brabant",51.758114490094,5.0976505440301,NA
"4264","0416","Wijk 00 Wijk en AalburgWijk 01 Veen","Veen","Altena","Noord-Brabant",51.777939543883,5.0968205808591,NA
"4265","0416","Wijk 02 GenderenWijk 03 Eethen","Genderen","Altena","Noord-Brabant",51.739319746528,5.0821480472154,NA
"4266","0416",NA,"Eethen","Altena","Noord-Brabant",51.734570248575,5.0502283651602,"Wijk 03 Eethen"
"4267","0416",NA,"Drongelen","Altena","Noord-Brabant",51.717625294343,5.0412732137939,"Wijk 05 Drongelen"
"4268","0416",NA,"Meeuwen","Altena","Noord-Brabant",51.726502685329,5.0092765851753,"Wijk 04 Meeuwen"
"4269","0416",NA,"Babyloniënbroek","Altena","Noord-Brabant",51.750545196493,5.0246692450507,"Wijk 06 Babyloniënbroek"
"4271","0416",NA,"Dussen","Altena","Noord-Brabant",51.733648519689,4.9661572722847,"Wijk 05 Dussen"
"4273","0162","Wijk 04 HankWijk 05 Dussen","Hank","Altena","Noord-Brabant",51.737279171434,4.8919683452331,NA
"4281","0183",NA,"Andel","Altena","Noord-Brabant",51.778758606181,5.0568142443873,"Wijk 04 Andel"
"4283","0183","Wijk 03 GiessenWijk 04 AndelWijk 05 Uitwijk en Waardhuizen","Giessen","Altena","Noord-Brabant",51.78253432605,5.0283473718448,NA
"4284","0183",NA,"Rijswijk (NB)","Altena","Noord-Brabant",51.79969554259,5.0091021491055,"Wijk 02 Rijswijk"
"4285","0183","Wijk 02 SleeuwijkWijk 00 Woudrichem","Woudrichem","Altena","Noord-Brabant",51.807445865822,4.98301116874,NA
"4286","0183","Wijk 01 AlmkerkWijk 05 Uitwijk en Waardhuizen","Almkerk","Altena","Noord-Brabant",51.770560127185,4.9695230593113,NA
"4287","0183",NA,"Waardhuizen","Altena","Noord-Brabant",51.774906863502,5.0009711154955,"Wijk 05 Uitwijk en Waardhuizen"
"4288","0183",NA,"Uitwijk","Altena","Noord-Brabant",51.787709129233,4.9958599571811,"Wijk 05 Uitwijk en Waardhuizen"
"4611","0164","Wijk 00 Bergen op Zoom-Oude stad en omgevingWijk 03 Bergen op Zoom-West","Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.49539050422,4.2856722048903,NA
"4612","0164","Wijk 01 Bergen op Zoom-NoordWijk 03 Bergen op Zoom-West","Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.501050486503,4.2489657096938,NA
"4613","0164","Wijk 01 Bergen op Zoom-NoordWijk 03 Bergen op Zoom-West","Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.505784518693,4.2798670258823,NA
"4614","0164","Wijk 01 Bergen op Zoom-NoordWijk 02 Bergen op Zoom-Oost","Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.52479354325,4.3129308675441,NA
"4615","0164","Wijk 00 Bergen op Zoom-Oude stad en omgevingWijk 03 Bergen op Zoom-West","Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.486217986436,4.2862637664538,NA
"4616","0164",NA,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.477128640077,4.2911263817832,"Wijk 03 Bergen op Zoom-West"
"4617","0164",NA,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.468526855316,4.2684187673622,"Wijk 03 Bergen op Zoom-West"
"4621","0164",NA,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.493352999483,4.3015148450092,"Wijk 02 Bergen op Zoom-Oost"
"4622","0164",NA,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.506708771601,4.3295147462158,"Wijk 02 Bergen op Zoom-Oost"
"4623","0164",NA,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.493552815574,4.3365507107788,"Wijk 02 Bergen op Zoom-Oost"
"4624","0164",NA,"Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.477800116989,4.3381510971507,"Wijk 02 Bergen op Zoom-Oost"
"4625","0164","Wijk 02 Bergen op Zoom-OostWijk 03 Bergen op Zoom-WestWijk 00 Hoogerheide en Woensdrecht","Bergen op Zoom","Bergen op Zoom","Noord-Brabant",51.469339077547,4.3154584572761,NA
"4631","0164",NA,"Hoogerheide","Woensdrecht","Noord-Brabant",51.43966974691,4.3318899408893,"Wijk 00 Hoogerheide en Woensdrecht"
"4635","0164",NA,"Huijbergen","Woensdrecht","Noord-Brabant",51.434897982212,4.3754613396819,"Wijk 01 Huijbergen"
"4641","0164","Wijk 00 Hoogerheide en WoensdrechtWijk 02 Ossendrecht","Ossendrecht","Woensdrecht","Noord-Brabant",51.394487573467,4.3374725630614,NA
"4645","0164",NA,"Putte","Woensdrecht","Noord-Brabant",51.371663968516,4.3896881912442,"Wijk 03 Putte"
"4651","0167","Wijk 00 SteenbergenWijk 01 Kruisland","Steenbergen","Steenbergen","Noord-Brabant",51.576249867127,4.3262353080738,NA
"4652","0167",NA,"Steenbergen","Steenbergen","Noord-Brabant",51.591892281886,4.3167961680816,"Wijk 00 Steenbergen"
"4655","0167","Wijk 00 SteenbergenWijk 02 De Heen","De Heen","Steenbergen","Noord-Brabant",51.610176542767,4.2506217846696,NA
"4661","0164",NA,"Halsteren","Bergen op Zoom","Noord-Brabant",51.524958511793,4.2681969086383,"Wijk 04 Halsteren"
"4664","0164",NA,"Lepelstraat","Bergen op Zoom","Noord-Brabant",51.553255440665,4.2612767227046,"Wijk 05 Lepelstraat"
"4671","0167","Wijk 03 DinteloordWijk 08 Heijningen","Dinteloord","Steenbergen","Noord-Brabant",51.626589517267,4.3468703845385,NA
"4681","0167",NA,"Nieuw-Vossemeer","Steenbergen","Noord-Brabant",51.587841952038,4.2265360897141,"Wijk 04 Nieuw-Vossemeer"
"4701","0165","Wijk 00 CentrumWijk 01 Oost","Roosendaal","Roosendaal","Noord-Brabant",51.532059602399,4.4589135048495,NA
"4702","0165","Wijk 00 CentrumWijk 01 OostWijk 02 NoordWijk 08 Industriegebieden","Roosendaal","Roosendaal","Noord-Brabant",51.537862595943,4.4739600736095,NA
"4703","0165","Wijk 03 WestWijk 07 TolbergWijk 08 Industriegebieden","Roosendaal","Roosendaal","Noord-Brabant",51.538860517051,4.4279021961135,NA
"4704","0165","Wijk 03 WestWijk 08 Industriegebieden","Roosendaal","Roosendaal","Noord-Brabant",51.553088662487,4.460921414556,NA
"4705","0165","Wijk 02 NoordWijk 08 Industriegebieden","Roosendaal","Roosendaal","Noord-Brabant",51.550319340547,4.4882319423497,NA
"4706","0165","Wijk 06 KortendijkWijk 08 Industriegebieden","Roosendaal","Roosendaal","Noord-Brabant",51.529903610429,4.5011242387927,NA
"4707","0165","Wijk 04 Groot KroevenWijk 05 LangdonkWijk 06 Kortendijk","Roosendaal","Roosendaal","Noord-Brabant",51.512931696914,4.4689582078628,NA
"4708","0165","Wijk 07 TolbergWijk 08 Industriegebieden","Roosendaal","Roosendaal","Noord-Brabant",51.509474886356,4.431170126163,NA
"4709","0165",NA,"Nispen","Roosendaal","Noord-Brabant",51.4870243447,4.4620915434552,"Wijk 10 Nispen"
"4711","0165","Wijk 01 Sint WillebrordWijk 02 Sprundel","St. Willebrord","Rucphen","Noord-Brabant",51.551182090818,4.5881543097685,NA
"4714","0165",NA,"Sprundel","Rucphen","Noord-Brabant",51.528210485188,4.6094314561478,"Wijk 02 Sprundel"
"4715","0165","Wijk 00 RucphenWijk 02 SprundelWijk 03 SchijfWijk 08 Industriegebieden","Rucphen","Rucphen","Noord-Brabant",51.529126021614,4.5431995055762,NA
"4721","0165",NA,"Schijf","Rucphen","Noord-Brabant",51.49546941487,4.5312674865532,"Wijk 03 Schijf"
"4722","0165",NA,"Schijf","Rucphen","Noord-Brabant",51.496526546888,4.5727431008465,"Wijk 03 Schijf"
"4724","0165",NA,"Wouw","Roosendaal","Noord-Brabant",51.527577869623,4.3933441869833,"Wijk 11 Wouw"
"4725","0165",NA,"Wouwse Plantage","Roosendaal","Noord-Brabant",51.479018674662,4.396802948934,"Wijk 14 Wouwse Plantage"
"4726","0165",NA,"Heerle","Roosendaal","Noord-Brabant",51.517170875455,4.3651258950341,"Wijk 12 Heerle"
"4727","0165",NA,"Moerstraten","Roosendaal","Noord-Brabant",51.538206522605,4.342331099634,"Wijk 13 Moerstraten"
"4731","0165","Wijk 03 OudenboschWijk 04 Hoeven","Oudenbosch","Halderberge","Noord-Brabant",51.590657262696,4.5353303051003,NA
"4735","0165",NA,"Zegge","Rucphen","Noord-Brabant",51.556538833386,4.5134157176528,"Wijk 04 Zegge"
"4741","0165","Wijk 04 HoevenWijk 05 Bosschenhoofd","Hoeven","Halderberge","Noord-Brabant",51.597264969835,4.5764841842059,NA
"4744","0165",NA,"Bosschenhoofd","Halderberge","Noord-Brabant",51.561161455416,4.5464944674563,"Wijk 05 Bosschenhoofd"
"4751","0165","Wijk 01 Oud GastelWijk 03 OudenboschWijk 06 Standdaarbuiten","Oud Gastel","Halderberge","Noord-Brabant",51.587106393094,4.4777601228422,NA
"4754","0165",NA,"Stampersgat","Halderberge","Noord-Brabant",51.607533539974,4.4434445369888,"Wijk 02 Stampersgat"
"4756","0167",NA,"Kruisland","Steenbergen","Noord-Brabant",51.571768732918,4.4027885567061,"Wijk 01 Kruisland"
"4758","0165","Wijk 05 NoordhoekWijk 06 Standdaarbuiten","Standdaarbuiten","Moerdijk","Noord-Brabant",51.624802732369,4.5273231533414,NA
"4759","0168",NA,"Noordhoek","Moerdijk","Noord-Brabant",51.64157698309,4.5302476014376,"Wijk 05 Noordhoek"
"4761","0168","Wijk 00 ZevenbergenWijk 03 Klundert","Zevenbergen","Moerdijk","Noord-Brabant",51.652981795969,4.6001598390557,NA
"4762","0168",NA,"Zevenbergen","Moerdijk","Noord-Brabant",51.639415479058,4.6205920780632,"Wijk 00 Zevenbergen"
"4765","0168","Wijk 01 Zevenbergschen HoekWijk 02 LangewegWijk 04 Moerdijk","Zevenbergschen Hoek","Moerdijk","Noord-Brabant",51.673412712586,4.6749765740435,NA
"4771","0168",NA,"Langeweg","Moerdijk","Noord-Brabant",51.647619535386,4.6524361847096,"Wijk 02 Langeweg"
"4772","0168",NA,"Langeweg","Moerdijk","Noord-Brabant",51.640203606874,4.6749874159256,"Wijk 02 Langeweg"
"4781","0168",NA,"Moerdijk","Moerdijk","Noord-Brabant",51.704675797365,4.6358641623431,"Wijk 04 Moerdijk"
"4782","0168","Wijk 03 KlundertWijk 04 Moerdijk","Moerdijk","Moerdijk","Noord-Brabant",51.686238355252,4.6031136886768,NA
"4791","0168",NA,"Klundert","Moerdijk","Noord-Brabant",51.669068891984,4.53630582751,"Wijk 03 Klundert"
"4793","0168","Wijk 03 KlundertWijk 07 FijnaartWijk 08 Heijningen","Fijnaart","Moerdijk","Noord-Brabant",51.637665001868,4.4748857841982,NA
"4794","0168","Wijk 07 FijnaartWijk 08 Heijningen","Heijningen","Moerdijk","Noord-Brabant",51.661388539234,4.4088811850121,NA
"4796","0168","Wijk 07 FijnaartWijk 09 WillemstadWijk 10 Helwijk","Oudemolen","Moerdijk","Noord-Brabant",51.663598654888,4.462511953209,NA
"4797","0168","Wijk 09 WillemstadWijk 10 Helwijk","Willemstad","Moerdijk","Noord-Brabant",51.687792188387,4.4525606725864,NA
"4811","076","Breda CentrumBreda NoordBreda OostBreda Zuid","Breda","Breda","Noord-Brabant",51.588016417306,4.7760792665102,NA
"4812","076",NA,"Breda","Breda","Noord-Brabant",51.575413138935,4.7535506113209,"Breda West"
"4813","076",NA,"Breda","Breda","Noord-Brabant",51.575649381083,4.7401560219597,"Breda West"
"4814","076",NA,"Breda","Breda","Noord-Brabant",51.587261448326,4.7444352597677,"Breda West"
"4815","076","Breda NoordBreda WestBreda Noord-West","Breda","Breda","Noord-Brabant",51.597608517284,4.7547485167945,NA
"4816","076",NA,"Breda","Breda","Noord-Brabant",51.598898526946,4.7950299429273,"Breda Noord"
"4817","076",NA,"Breda","Breda","Noord-Brabant",51.589110969201,4.8188055431216,"Breda Oost"
"4818","076","Breda OostBreda Zuid","Breda","Breda","Noord-Brabant",51.579950181542,4.788344306384,NA
"4819","076",NA,"Breda","Breda","Noord-Brabant",51.575094200938,4.7676639753854,"Breda Zuid"
"4822","076",NA,"Breda","Breda","Noord-Brabant",51.612220168567,4.7316010776044,"Breda Noord-West"
"4823","076",NA,"Breda","Breda","Noord-Brabant",51.627263157438,4.730435045949,"Breda Noord-West"
"4824","076",NA,"Breda","Breda","Noord-Brabant",51.610238607632,4.7498075619446,"Breda Noord-West"
"4825","076",NA,"Breda","Breda","Noord-Brabant",51.61860328133,4.7727743315242,"Breda Noord"
"4826","076",NA,"Breda","Breda","Noord-Brabant",51.610945204192,4.7828629640643,"Breda Noord"
"4827","076","Breda NoordTeteringen","Breda","Breda","Noord-Brabant",51.606640321765,4.8000695836228,NA
"4834","076","Breda OostBreda Zuid-Oost","Breda","Breda","Noord-Brabant",51.567110686011,4.8010856944549,NA
"4835","076","Breda Zuid-OostBreda Zuid","Breda","Breda","Noord-Brabant",51.56860641194,4.7865794120365,NA
"4836","076","Breda Zuid-OostBreda ZuidBreda WestWijk 02 Galder","Breda","Breda","Noord-Brabant",51.537147033982,4.7585231346243,NA
"4837","076","Breda Zuid-OostBreda ZuidBreda West","Breda","Breda","Noord-Brabant",51.565893155041,4.7576532602367,NA
"4838","076","Breda Zuid-OostBreda WestWijk 23 Etten-Leur Zuid verspreide huizen","Breda","Breda","Noord-Brabant",51.558691464812,4.7176295982356,NA
"4839","076",NA,"Breda","Breda","Noord-Brabant",51.582777269631,4.7071346462987,"Breda West"
"4841","076",NA,"Prinsenbeek","Breda","Noord-Brabant",51.611193967961,4.6925580067746,"Prinsenbeek"
"4844","076","Wijk 02 LangewegWijk 02 Terheijden","Terheijden","Drimmelen","Noord-Brabant",51.645905847606,4.744183268487,NA
"4845","076",NA,"Wagenberg","Drimmelen","Noord-Brabant",51.663000669805,4.7516485783421,"Wijk 03 Wagenberg"
"4847","076",NA,"Teteringen","Breda","Noord-Brabant",51.616617535052,4.8149331310498,"Teteringen"
"4849","0161",NA,"Dorst","Oosterhout","Noord-Brabant",51.598398385063,4.8772926655702,"Wijk 13 Dorst"
"4851","076",NA,"Ulvenhout","Breda","Noord-Brabant",51.545650739044,4.7990003328044,"Ulvenhout"
"4854","0161","Breda Zuid-OostBavel","Bavel","Breda","Noord-Brabant",51.566383932526,4.8372229862924,NA
"4855","076",NA,"Galder","Alphen-Chaam","Noord-Brabant",51.514780108592,4.7691133572723,"Wijk 02 Galder"
"4856","076","Wijk 02 GalderWijk 08 Verspreide huizen","Strijbeek","Alphen-Chaam","Noord-Brabant",51.510670385771,4.8022988566555,NA
"4858","076","Wijk 08 Verspreide huizenWijk 09 Verspreide huizen","Ulvenhout AC","Alphen-Chaam","Noord-Brabant",51.533099832601,4.8197564822156,NA
"4861","0161",NA,"Chaam","Alphen-Chaam","Noord-Brabant",51.506830495074,4.8656677893605,"Wijk 01 Chaam"
"4871","076","Wijk 10 Etten-Leur Noord woongebiedWijk 12 Etten-Leur Noord verspreide huizen","Etten-Leur","Etten-Leur","Noord-Brabant",51.603753551344,4.6517309544882,NA
"4872","076","Wijk 00 Etten-Leur Midden woongebiedWijk 02 Etten-Leur landelijk gebiedWijk 20 Etten-Leur Zuid woongebied","Etten-Leur","Etten-Leur","Noord-Brabant",51.577209251392,4.6656354043105,NA
"4873","076","Wijk 00 Etten-Leur Midden woongebiedWijk 20 Etten-Leur Zuid woongebiedWijk 22 Etten-Leur Zuid bedrijventerrein TriviumWijk 23 Etten-Leur Zuid verspreide huizen","Etten-Leur","Etten-Leur","Noord-Brabant",51.555000523265,4.6689173817226,NA
"4874","076","Wijk 10 Etten-Leur Noord woongebiedWijk 12 Etten-Leur Noord verspreide huizen","Etten-Leur","Etten-Leur","Noord-Brabant",51.595581904565,4.6179488645257,NA
"4875","076",NA,"Etten-Leur","Etten-Leur","Noord-Brabant",51.570843436575,4.6297610883234,"Wijk 00 Etten-Leur Midden woongebied"
"4876","076","Wijk 20 Etten-Leur Zuid woongebiedWijk 23 Etten-Leur Zuid verspreide huizen","Etten-Leur","Etten-Leur","Noord-Brabant",51.541984949868,4.6426982935557,NA
"4877","076","Wijk 11 Etten-Leur Noord bedrijventerreinWijk 12 Etten-Leur Noord verspreide huizen","Etten-Leur","Etten-Leur","Noord-Brabant",51.572495659769,4.6112296836512,NA
"4878","076",NA,"Etten-Leur","Etten-Leur","Noord-Brabant",51.566373807133,4.6073466601169,"Wijk 01 Etten-Leur Midden, Bedrijventerrein Vosdonk"
"4879","076","Wijk 01 Etten-Leur Midden, Bedrijventerrein VosdonkWijk 21 Etten-Leur Zuid bedrijventerrein","Etten-Leur","Etten-Leur","Noord-Brabant",51.559762262902,4.6157578316276,NA
"4881","076","Wijk 00 ZundertWijk 01 Klein - Zundert","Zundert","Zundert","Noord-Brabant",51.468133664514,4.6717245620537,NA
"4882","076","Wijk 00 ZundertWijk 01 Klein - Zundert","Klein Zundert","Zundert","Noord-Brabant",51.49021769017,4.6309259526088,NA
"4884","076","Wijk 00 ZundertWijk 02 Wernhout","Wernhout","Zundert","Noord-Brabant",51.442008149436,4.6378963863904,NA
"4885","076","Wijk 01 Klein - ZundertWijk 02 WernhoutWijk 03 Achtmaal","Achtmaal","Zundert","Noord-Brabant",51.454075575346,4.5707506752227,NA
"4891","076",NA,"Rijsbergen","Zundert","Noord-Brabant",51.514890926811,4.6995497778743,"Wijk 04 Rijsbergen"
"4901","0162","Wijk 00 Oosterhout-CentrumWijk 01 SlotjesWijk 02 WestWijk 03 StrijenWijk 04 Leijsenakkers","Oosterhout","Oosterhout","Noord-Brabant",51.645820591425,4.8668531438279,NA
"4902","0162","Wijk 00 Oosterhout-CentrumWijk 01 SlotjesWijk 02 WestWijk 08 Industrieterrein Zuid","Oosterhout","Oosterhout","Noord-Brabant",51.636020158493,4.8640906222152,NA
"4903","0162","Wijk 05 OosterheideWijk 08 Industrieterrein ZuidWijk 13 Dorst","Oosterhout","Oosterhout","Noord-Brabant",51.615576721217,4.8752923287688,NA
"4904","0162","Wijk 05 OosterheideWijk 07 VrachelenWijk 10 Buitengebied Oosterhout","Oosterhout","Oosterhout","Noord-Brabant",51.627542599748,4.8399610391931,NA
"4905","0162","Wijk 02 WestWijk 03 StrijenWijk 09 Industrieterrein NoordWijk 10 Buitengebied Oosterhout","Oosterhout","Oosterhout","Noord-Brabant",51.668426192554,4.8496609175302,NA
"4906","0162","Wijk 07 VrachelenWijk 09 Industrieterrein Noord","Oosterhout","Oosterhout","Noord-Brabant",51.662223719935,4.8364767084081,NA
"4907","0162",NA,"Oosterhout","Oosterhout","Noord-Brabant",51.65834724837,4.8704872448144,"Wijk 06 Dommelbergen"
"4908","0162","Wijk 06 DommelbergenWijk 10 Buitengebied Oosterhout","Oosterhout","Oosterhout","Noord-Brabant",51.668894565127,4.8669046099065,NA
"4909","0162","DongenWijk 12 Oosteind","Oosteind","Oosterhout","Noord-Brabant",51.653204369828,4.9046556619384,NA
"4911","0162","Wijk 07 VrachelenWijk 09 Industrieterrein NoordWijk 10 Buitengebied OosterhoutWijk 11 Den Hout","Den Hout","Oosterhout","Noord-Brabant",51.65478973809,4.8075488473338,NA
"4921","0162","Wijk 00 RaamsdonksveerWijk 00 Made","Made","Drimmelen","Noord-Brabant",51.682148862073,4.8016412499828,NA
"4924","0162","Wijk 00 MadeWijk 01 Drimmelen","Drimmelen","Drimmelen","Noord-Brabant",51.724711675554,4.7986729052646,NA
"4926","0168","Wijk 04 Lage ZwaluweWijk 05 Hooge Zwaluwe","Lage Zwaluwe","Drimmelen","Noord-Brabant",51.704894762218,4.6971964202533,NA
"4927","0168","Wijk 00 MadeWijk 01 DrimmelenWijk 03 WagenbergWijk 05 Hooge Zwaluwe","Hooge Zwaluwe","Drimmelen","Noord-Brabant",51.692123006968,4.7494968208839,NA
"4931","0162","Wijk 00 RaamsdonksveerWijk 02 Geertruidenberg","Geertruidenberg","Geertruidenberg","Noord-Brabant",51.700812054931,4.8456327078726,NA
"4941","0162","Wijk 00 RaamsdonksveerWijk 01 RaamsdonkWijk 02 Geertruidenberg","Raamsdonksveer","Geertruidenberg","Noord-Brabant",51.69953782293,4.8783761215427,NA
"4942","0162",NA,"Raamsdonksveer","Geertruidenberg","Noord-Brabant",51.703583364112,4.8753096535661,"Wijk 00 Raamsdonksveer"
"4944","0162",NA,"Raamsdonk","Geertruidenberg","Noord-Brabant",51.693003507672,4.9110220850107,"Wijk 01 Raamsdonk"
"5011","013","StokhasseltHeikantBuitengebied Tilburg Noord-OostUdenhout","Tilburg","Tilburg","Noord-Brabant",51.59628339822,5.092371140281,NA
"5012","013","QuirijnstokBuitengebied Tilburg Noord-Oost","Tilburg","Tilburg","Noord-Brabant",51.591458735801,5.1096336344563,NA
"5013","013",NA,"Tilburg","Tilburg","Noord-Brabant",51.568908874589,5.0997398796523,"Kanaalzone"
"5014","013","Groeseind-HoefstraatLoven-BesterdTheresia","Tilburg","Tilburg","Noord-Brabant",51.567107956012,5.0932945516051,NA
"5015","013","QuirijnstokInd.terrein LovenBosscheweg","Tilburg","Tilburg","Noord-Brabant",51.573041868708,5.1123063473623,NA
"5017","013","HoogvenneArmhoefFatima","Tilburg","Tilburg","Noord-Brabant",51.55593455545,5.0988678089115,NA
"5018","013","ArmhoefJeruzalemMoerenburgDe LeijBuitengebied Tilburg Zuid-Oost","Tilburg","Tilburg","Noord-Brabant",51.552326562627,5.1199142030469,NA
"5021","013","BinnenstadHoogvenneFatimaBroekhovenOerleTrouwlaan - Uitvindersbuurt","Tilburg","Tilburg","Noord-Brabant",51.54833454208,5.090089196044,NA
"5022","013","De LeijGroenewoudStappegoor","Tilburg","Tilburg","Noord-Brabant",51.539911027728,5.0953976583708,NA
"5025","013","OerleKorvelTrouwlaan - UitvindersbuurtSint Anna","Tilburg","Tilburg","Noord-Brabant",51.548747049487,5.0679903297348,NA
"5026","013","StappegoorBedrijventerrein Het LaarDe Katsbogten","Tilburg","Tilburg","Noord-Brabant",51.538254687001,5.0625229288003,NA
